year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2022,401–500,University of Alaska Fairbanks,"3,125",7.8,6%,52 : 48,
2022,401–500,An-Najah National University,"23,053",21.3,9%,65 : 35,
2022,401–500,Aston University,"11,515",17.9,24%,48 : 52,
2022,401–500,Aswan University,"29,353",45.0,2%,56 : 44,
2022,401–500,Bangor University,"8,800",15.6,23%,60 : 40,
2022,401–500,University of Campinas,"29,466",16.5,3%,46 : 54,
2022,401–500,Cankaya University,"7,716",26.5,1%,44 : 56,
2022,401–500,Claude Bernard University Lyon 1,"27,767",13.0,14%,54 : 46,
2022,401–500,Colorado School of Mines,"6,226",17.4,10%,31 : 69,
2022,401–500,University of Connecticut,"28,024",13.1,12%,52 : 48,
2022,401–500,Université Côte d'Azur,"31,638",18.3,21%,56 : 44,
2022,401–500,University of Crete,"13,620",27.2,4%,63 : 37,
2022,401–500,University of Cyprus,"6,588",19.9,12%,62 : 38,
2022,401–500,University of Denver,"9,624",12.7,7%,59 : 41,
2022,401–500,Durban University of Technology,"26,543",37.7,1%,53 : 47,
2022,401–500,Duy Tan University,"21,519",23.6,0%,64 : 36,
2022,401–500,École des Mines de Saint-Étienne,"1,039",8.5,24%,30 : 70,
2022,401–500,Edith Cowan University,"18,086",30.5,29%,59 : 41,
2022,401–500,University of Ferrara,"18,093",28.9,6%,61 : 39,
2022,401–500,University of Florence,"36,629",21.3,10%,56 : 44,
2022,401–500,Free University of Bozen-Bolzano,"4,195",11.2,15%,67 : 33,
2022,401–500,University of Fribourg,"10,687",25.4,17%,60 : 40,
2022,401–500,University of Genoa,"23,225",18.9,9%,56 : 44,
2022,401–500,Georgia State University,"32,290",15.5,6%,59 : 41,
2022,401–500,"Goldsmiths, University of London","9,325",15.5,37%,66 : 34,
2022,401–500,Hong Kong Baptist University,"7,075",10.1,58%,67 : 33,
2022,401–500,Hunan University,"40,198",18.6,3%,48 : 52,
2022,401–500,University of Ibadan,"35,083",22.6,1%,48 : 52,
2022,401–500,University of Iceland,"9,023",15.5,11%,67 : 33,
2022,401–500,Indian Institute of Technology Indore,"1,832",11.4,0%,19 : 81,
2022,401–500,University of Innsbruck,"13,517",22.2,43%,53 : 47,
2022,401–500,University of Insubria,"9,207",26.5,6%,56 : 44,
2022,401–500,Iowa State University,"31,013",17.9,11%,44 : 56,
2022,401–500,Constructor University,"1,571",21.9,78%,43 : 57,
2022,401–500,Jordan University of Science and Technology,"22,656",14.5,13%,57 : 43,
2022,401–500,Justus Liebig University Giessen,"27,666",42.8,10%,63 : 37,
2022,401–500,University of Kansas,"24,581",9.6,9%,53 : 47,
2022,401–500,University of Kragujevac,"15,717",12.5,0%,54 : 46,
2022,401–500,Leibniz University Hannover,"21,640",41.9,18%,42 : 58,
2022,401–500,Institut Agro,"2,221",11.3,17%,62 : 38,
2022,401–500,Liverpool John Moores University,"20,660",16.9,16%,53 : 47,
2022,401–500,University of Marburg,"24,198",32.4,13%,55 : 45,
2022,401–500,Middlesex University,"15,645",18.2,46%,60 : 40,
2022,401–500,Missouri University of Science and Technology,"8,898",22.8,11%,23 : 77,
2022,401–500,University of Modena and Reggio Emilia,"19,907",28.3,5%,54 : 46,
2022,401–500,University of Naples Federico II,"51,444",19.7,2%,55 : 45,
2022,401–500,National and Kapodistrian University of Athens,"64,946",33.2,11%,59 : 41,
2022,401–500,National Research Nuclear University MEPhI,"5,162",9.5,30%,38 : 62,
2022,401–500,University of Nebraska-Lincoln,"24,563",16.2,11%,48 : 52,
2022,401–500,Northumbria University,"21,530",16.3,19%,55 : 45,
2022,401–500,Norwegian University of Science and Technology,"35,400",14.9,8%,49 : 51,
2022,401–500,NOVA University of Lisbon,"20,396",17.9,21%,51 : 49,
2022,401–500,"University of Occupational and Environmental Health, Japan","1,170",2.5,1%,51 : 49,
2022,401–500,Örebro University,"9,623",15.1,6%,61 : 39,
2022,401–500,University of Peradeniya,"16,647",11.1,1%,59 : 41,
2022,401–500,University of Pisa,"33,780",21.4,6%,51 : 49,
2022,401–500,University of Plymouth,"16,505",17.6,15%,57 : 43,
2022,401–500,Pontificia Universidad Católica de Chile,"29,756",15.3,7%,,
2022,401–500,University of Porto,"33,120",16.3,19%,56 : 44,
2022,401–500,Universitat Ramon Llull,"14,309",21.4,17%,53 : 47,
2022,401–500,Royal Veterinary College,"2,260",10.8,25%,79 : 21,
2022,401–500,Empress Catherine II Saint Petersburg Mining University,"7,753",11.5,11%,43 : 57,
2022,401–500,University of Salerno,"25,911",27.5,3%,55 : 45,
2022,401–500,Sciences Po,"12,543",45.0,37%,60 : 40,
2022,401–500,Sharif University of Technology,"8,253",21.3,2%,25 : 75,
2022,401–500,University of Sharjah,"12,370",17.6,59%,67 : 33,
2022,401–500,Sichuan University,"51,121",16.4,6%,50 : 50,
2022,401–500,SOAS University of London,"4,635",12.0,54%,68 : 32,
2022,401–500,University of South Carolina-Columbia,"32,997",15.9,6%,55 : 45,
2022,401–500,South China University of Technology,"41,095",13.3,5%,39 : 61,
2022,401–500,Southern Medical University,"20,167",10.8,6%,,
2022,401–500,University of Southern Queensland,"11,841",26.5,18%,61 : 39,
2022,401–500,SRUC (Scotland’s Rural College),"1,480",5.8,11%,56 : 44,
2022,401–500,University of Stavanger,"11,560",12.1,12%,60 : 40,
2022,401–500,University of Strathclyde,"19,335",18.2,27%,51 : 49,
2022,401–500,University of Tabuk,"30,590",15.6,1%,48 : 52,
2022,401–500,Technion Israel Institute of Technology,"14,482",20.9,9%,38 : 62,
2022,401–500,Tianjin University,"27,355",9.0,12%,,
2022,401–500,Ton Duc Thang University,"26,833",22.3,1%,57 : 43,
2022,401–500,TU Dortmund University,"25,126",84.6,10%,47 : 53,
2022,401–500,Tulane University,"11,336",8.0,12%,58 : 42,
2022,401–500,University of Turin,"57,586",28.6,6%,61 : 39,
2022,401–500,TU Wien,"10,296",18.7,30%,30 : 70,
2022,401–500,University of Vaasa,"3,690",21.9,4%,53 : 47,
2022,401–500,University of Valencia,"50,601",14.3,13%,58 : 42,
2022,401–500,Verona University,"18,825",24.6,4%,64 : 36,
2022,401–500,University of Vic – Central University of Catalonia,"6,344",14.5,20%,60 : 40,
2022,401–500,Victoria University,"16,680",48.1,31%,52 : 48,
2022,401–500,University of Waikato,"10,617",18.8,33%,59 : 41,
2022,401–500,Wayne State University,"22,598",11.8,6%,58 : 42,
2022,401–500,UWE Bristol (University of the West of England),"23,320",15.5,21%,54 : 46,
2022,401–500,The University of the West Indies,"24,281",16.4,1%,71 : 29,
2022,401–500,Xiamen University,"42,141",15.0,4%,51 : 49,
2022,401–500,Xi’an Jiaotong University,"38,879",12.5,7%,35 : 65,
2022,401–500,Yokohama City University,"5,054",5.9,2%,56 : 44,
2022,401–500,York University,"43,258",29.0,27%,55 : 45,
2022,501–600,Aberystwyth University,"6,445",17.0,23%,52 : 48,
2022,501–600,Alagappa University,"4,548",13.0,0%,65 : 35,
2022,501–600,American University,"12,683",12.0,11%,62 : 38,
2022,501–600,Amirkabir University of Technology,"11,550",22.0,2%,35 : 65,
2022,501–600,University of L’Aquila,"17,308",36.4,5%,56 : 44,
2022,501–600,"Asia University, Taiwan","11,616",30.3,9%,63 : 37,
2022,501–600,Universidad Autónoma de Chile,"27,027",23.7,1%,62 : 38,
2022,501–600,University of Bari Aldo Moro,"29,565",21.2,1%,61 : 39,
2022,501–600,Beihang University,"30,837",12.9,7%,,
2022,501–600,Beijing University of Chemical Technology,"25,497",20.9,4%,38 : 62,
2022,501–600,Birmingham City University,"21,705",16.8,24%,62 : 38,
2022,501–600,Bond University,"3,386",10.5,46%,53 : 47,
2022,501–600,Bucharest University of Economic Studies,"22,287",15.9,4%,65 : 35,
2022,501–600,University of Camerino (Unicam),"8,052",27.3,10%,56 : 44,
2022,501–600,University of Canterbury,"14,606",18.3,25%,51 : 49,
2022,501–600,Capital Medical University,"13,823",5.0,5%,66 : 34,
2022,501–600,Centrale Nantes,"1,777",16.4,49%,23 : 77,
2022,501–600,CEU Universities,"18,259",11.5,20%,64 : 36,
2022,501–600,Charles Darwin University,"6,665",30.6,28%,68 : 32,
2022,501–600,Charles University,"47,182",13.0,22%,62 : 38,
2022,501–600,Clark University,"3,020",11.4,22%,60 : 40,
2022,501–600,Complutense University of Madrid,"66,338",22.0,12%,58 : 42,
2022,501–600,University of Costa Rica,"35,071",15.0,2%,52 : 48,
2022,501–600,Cyprus University of Technology,"3,153",16.6,13%,56 : 44,
2022,501–600,Universidad del Desarrollo,"15,787",19.3,4%,56 : 44,
2022,501–600,Diego Portales University,"17,649",15.5,2%,50 : 50,
2022,501–600,Don State Technical University,"26,376",12.9,11%,,
2022,501–600,Dublin City University,"13,315",23.6,12%,57 : 43,
2022,501–600,University of Eastern Finland,"11,688",18.3,6%,65 : 35,
2022,501–600,Eastern Mediterranean University,"16,073",28.5,78%,42 : 58,
2022,501–600,Edinburgh Napier University,"10,810",18.5,32%,54 : 46,
2022,501–600,University of Electronic Science and Technology of China,"35,342",15.6,4%,29 : 71,
2022,501–600,University of Toulouse,"105,857",19.6,14%,54 : 46,
2022,501–600,Ferhat Abbas Sétif University 1,"34,622",22.5,1%,63 : 37,
2022,501–600,Florida International University,"34,729",23.0,9%,58 : 42,
2022,501–600,University of Guelph,"22,571",27.4,10%,59 : 41,
2022,501–600,Gwangju Institute of Science and Technology (GIST),"1,884",10.3,7%,23 : 77,
2022,501–600,Harbin Institute of Technology,"30,575",10.2,8%,31 : 69,
2022,501–600,Heriot-Watt University,"9,495",18.3,36%,40 : 60,
2022,501–600,Hokkaido University,"18,085",8.2,11%,30 : 70,
2022,501–600,University of International Business and Economics,"15,985",17.7,17%,65 : 35,
2022,501–600,Iran University of Medical Sciences,"8,344",8.2,4%,58 : 42,
2022,501–600,"Islamic Azad University, Najafabad Branch (IAUN)","21,181",53.9,1%,46 : 54,
2022,501–600,Jagiellonian University,"36,354",10.0,11%,63 : 37,
2022,501–600,Kafrelsheikh University,"57,421",24.5,2%,52 : 48,
2022,501–600,Keele University,"9,120",15.0,17%,58 : 42,
2022,501–600,University of Kentucky,"26,483",11.5,4%,56 : 44,
2022,501–600,Koç University,"5,521",15.4,7%,50 : 50,
2022,501–600,Kyushu University,"18,608",7.7,14%,29 : 71,
2022,501–600,University of Lagos,"32,732",19.7,0%,45 : 55,
2022,501–600,University of Lille,"69,090",28.8,15%,58 : 42,
2022,501–600,Lincoln University (New Zealand),"2,633",14.7,47%,51 : 49,
2022,501–600,University of Lincoln,"13,925",15.4,12%,56 : 44,
2022,501–600,University of Lisbon,"49,198",17.9,18%,53 : 47,
2022,501–600,Mansoura University,"154,957",24.2,3%,54 : 46,
2022,501–600,Maynooth University,"10,712",27.6,12%,56 : 44,
2022,501–600,University of Messina,"15,479",24.7,3%,62 : 38,
2022,501–600,Mizzou - University of Missouri,"25,147",11.8,5%,54 : 46,
2022,501–600,University of Mohaghegh Ardabili,"10,633",26.7,0%,56 : 44,
2022,501–600,University of Montana,"7,962",14.9,2%,57 : 43,
2022,501–600,Murdoch University,"17,261",37.3,41%,60 : 40,
2022,501–600,University of Nairobi,"52,678",34.5,2%,24 : 76,
2022,501–600,University of Nebraska Medical Center,"3,146",2.1,7%,68 : 32,
2022,501–600,New Jersey Institute of Technology,"9,447",14.3,26%,26 : 74,
2022,501–600,Northern Arizona University,"30,512",26.9,5%,62 : 38,
2022,501–600,North-West University,"40,262",25.4,3%,61 : 39,
2022,501–600,Northwestern Polytechnical University,"31,033",13.2,3%,26 : 74,
2022,501–600,Nottingham Trent University,"27,220",14.9,20%,58 : 42,
2022,501–600,Oklahoma State University,"21,626",14.8,6%,50 : 50,
2022,501–600,University of Perugia,"25,301",24.9,7%,57 : 43,
2022,501–600,Plekhanov Russian University of Economics,"14,450",8.8,13%,61 : 39,
2022,501–600,Polytechnic University of Bari,"9,639",41.5,1%,31 : 69,
2022,501–600,Pontificia Universidad Javeriana,"28,885",15.3,1%,55 : 45,
2022,501–600,University of Portsmouth,"21,690",16.1,27%,46 : 54,
2022,501–600,Quaid-i-Azam University,"9,785",16.4,1%,53 : 47,
2022,501–600,Rensselaer Polytechnic Institute,"7,800",15.6,20%,32 : 68,
2022,501–600,Riga Stradiņš University,"8,083",17.7,29%,73 : 27,
2022,501–600,Sabancı University,"3,700",20.9,9%,38 : 62,
2022,501–600,Saint Louis University,"10,742",7.1,7%,60 : 40,
2022,501–600,University of Sannio,"2,896",15.0,2%,51 : 49,
2022,501–600,University of Saskatchewan,"17,896",18.2,21%,55 : 45,
2022,501–600,University of Sassari,"14,500",35.6,2%,66 : 34,
2022,501–600,Southeast University,"35,213",11.8,5%,39 : 61,
2022,501–600,Southwestern University of Finance and Economics,"23,302",16.7,3%,64 : 36,
2022,501–600,University of Strasbourg,"49,511",19.6,20%,58 : 42,
2022,501–600,Suez Canal University,"36,423",11.0,1%,57 : 43,
2022,501–600,Sumy State University,"8,472",9.7,20%,,
2022,501–600,Universiti Teknologi Petronas,"5,412",14.4,16%,37 : 63,
2022,501–600,Thapar Institute of Engineering and Technology,"8,934",16.1,1%,28 : 72,
2022,501–600,Tokyo Medical and Dental University (TMDU),"3,027",4.3,10%,49 : 51,
2022,501–600,University of Trieste,"16,432",24.7,8%,56 : 44,
2022,501–600,University of Tsukuba,"15,853",12.8,17%,39 : 61,
2022,501–600,University of Tuscia,"6,989",20.3,3%,48 : 52,
2022,501–600,University of Urbino Carlo Bo,"14,956",41.2,6%,62 : 38,
2022,501–600,Urmia University of Medical Sciences,"2,706",7.4,2%,52 : 48,
2022,501–600,Victoria University of Wellington,"17,933",19.0,22%,57 : 43,
2022,501–600,University of the West of Scotland,"13,015",23.0,24%,60 : 40,
2022,501–600,Zhejiang Normal University,"23,861",10.4,10%,,
2022,601–800,Abdul Wali Khan University Mardan,"10,669",21.4,0%,20 : 80,
2022,601–800,Åbo Akademi University,"5,309",17.5,14%,,
2022,601–800,Ahvaz Jundishapur University of Medical Sciences (AJUMS),"8,259",11.5,1%,60 : 40,
2022,601–800,The University of Aizu,"1,197",11.7,7%,11 : 89,
2022,601–800,Ajou University,"9,073",17.2,11%,,
2022,601–800,The University of Alabama,"35,800",21.6,4%,56 : 44,
2022,601–800,University of Alabama in Huntsville,"8,258",18.1,6%,45 : 55,
2022,601–800,University of Alcalá,"17,995",11.9,23%,53 : 47,
2022,601–800,Aristotle University of Thessaloniki,"49,057",30.1,5%,60 : 40,
2022,601–800,University of Arkansas,"25,527",20.0,5%,53 : 47,
2022,601–800,Auburn University,"27,469",18.8,10%,50 : 50,
2022,601–800,Azarbaijan Shahid Madani University,"7,121",26.3,0%,61 : 39,
2022,601–800,University of the Balearic Islands,"17,449",17.9,3%,32 : 68,
2022,601–800,Banaras Hindu University,"13,900",8.8,3%,39 : 61,
2022,601–800,Bar-Ilan University,"16,498",16.5,5%,61 : 39,
2022,601–800,Beijing Institute of Technology,"33,771",13.8,6%,34 : 66,
2022,601–800,University of Beira Interior,"7,417",16.2,20%,52 : 48,
2022,601–800,University of Bergamo,"22,957",61.9,7%,63 : 37,
2022,601–800,Bilkent University,"9,961",14.3,9%,46 : 54,
2022,601–800,Université Bourgogne Franche-Comté (UBFC),"65,746",36.6,12%,55 : 45,
2022,601–800,University of Bradford,"8,245",18.5,28%,57 : 43,
2022,601–800,University of Brighton,"16,095",17.7,22%,60 : 40,
2022,601–800,Ca’ Foscari University of Venice,"16,804",25.7,11%,64 : 36,
2022,601–800,Cairo University,"231,150",38.6,3%,48 : 52,
2022,601–800,University of Calabria,"26,513",31.6,3%,58 : 42,
2022,601–800,Carleton University,"28,693",29.6,21%,49 : 51,
2022,601–800,University of Catania,"25,486",20.2,3%,55 : 45,
2022,601–800,University of Central Florida,"61,044",36.3,4%,56 : 44,
2022,601–800,Institute of Chemical Technology,"2,470",24.7,0%,37 : 63,
2022,601–800,China Agricultural University,"21,855",11.8,1%,58 : 42,
2022,601–800,Chongqing University,"40,613",19.9,6%,,
2022,601–800,Chung-Ang University,"18,066",23.0,21%,,
2022,601–800,University of Coimbra,"21,845",18.4,20%,57 : 43,
2022,601–800,Concordia University,"35,698",33.6,33%,50 : 50,
2022,601–800,Covenant University,"8,156",15.2,0%,43 : 57,
2022,601–800,Coventry University,"30,825",15.6,46%,48 : 52,
2022,601–800,CY Cergy Paris University,"14,768",19.7,25%,52 : 48,
2022,601–800,Dalian University of Technology,"40,469",15.3,3%,33 : 67,
2022,601–800,Delhi Technological University,"9,939",22.2,3%,19 : 81,
2022,601–800,De Montfort University,"21,890",19.6,33%,54 : 46,
2022,601–800,University of Derby,"14,940",14.8,16%,59 : 41,
2022,601–800,University of Deusto,"9,135",20.2,11%,59 : 41,
2022,601–800,Eötvös Loránd University,"29,639",16.6,12%,62 : 38,
2022,601–800,Ewha Womans University,"14,876",18.0,15%,100 : 0,
2022,601–800,Federal University of Minas Gerais,"43,886",12.9,2%,53 : 47,
2022,601–800,Universidade Federal do Rio Grande do Sul,"41,073",14.7,1%,51 : 49,
2022,601–800,Universidade Federal de Sergipe,"26,079",15.2,0%,52 : 48,
2022,601–800,Federation University Australia,"12,946",23.2,56%,53 : 47,
2022,601–800,Gabriele d‘Annunzio University,"24,189",35.0,2%,64 : 36,
2022,601–800,University of Girona,"13,903",21.1,14%,57 : 43,
2022,601–800,Glasgow Caledonian University,"13,510",22.9,18%,57 : 43,
2022,601–800,Government College University Faisalabad,"20,583",28.6,0%,49 : 51,
2022,601–800,University of Granada,"50,604",13.6,10%,60 : 40,
2022,601–800,University of Graz,"19,211",20.8,16%,65 : 35,
2022,601–800,Graz University of Technology,"6,386",9.4,22%,24 : 76,
2022,601–800,University of Greenwich,"14,195",17.9,41%,59 : 41,
2022,601–800,Guangdong University of Technology,"44,296",18.4,0%,29 : 71,
2022,601–800,Guangzhou University,"34,472",16.9,0%,56 : 44,
2022,601–800,Hacettepe University,"49,026",21.3,3%,54 : 46,
2022,601–800,University of Haifa,"16,228",9.5,6%,68 : 32,
2022,601–800,Hamburg University of Technology,"4,931",32.0,24%,27 : 73,
2022,601–800,Hazara University Mansehra,"9,830",23.0,0%,25 : 75,
2022,601–800,University of Hertfordshire,"17,770",14.6,31%,56 : 44,
2022,601–800,University of Houston,"47,002",26.6,8%,51 : 49,
2022,601–800,Huazhong Agricultural University,"27,746",17.6,2%,48 : 52,
2022,601–800,University of Huddersfield,"14,350",19.9,26%,57 : 43,
2022,601–800,University of Hull,"13,440",17.3,19%,55 : 45,
2022,601–800,University of Idaho,"9,565",15.8,8%,49 : 51,
2022,601–800,Indian Institute of Technology Gandhinagar,"1,590",15.5,0%,24 : 76,
2022,601–800,Indraprastha Institute of Information Technology Delhi,"2,122",26.2,1%,30 : 70,
2022,601–800,"International Institute of Information Technology, Hyderabad","1,557",17.5,8%,20 : 80,
2022,601–800,"International Islamic University, Islamabad","23,174",25.2,8%,50 : 50,
2022,601–800,Iran University of Science and Technology,"15,004",33.9,1%,34 : 66,
2022,601–800,ISCTE-University Institute of Lisbon,"9,118",23.0,15%,51 : 49,
2022,601–800,Istanbul Technical University,"25,640",21.0,12%,35 : 65,
2022,601–800,ITMO University,"11,089",16.4,20%,36 : 64,
2022,601–800,Jamia Millia Islamia,"10,451",9.3,2%,47 : 53,
2022,601–800,Jawaharlal Nehru University,"8,805",14.2,3%,47 : 53,
2022,601–800,Jinan University (China),"35,781",14.4,31%,59 : 41,
2022,601–800,University of Johannesburg,"28,273",24.7,15%,55 : 45,
2022,601–800,Johannes Kepler University of Linz,"6,644",10.2,13%,51 : 49,
2022,601–800,RPTU University Kaiserslautern-Landau,"9,131",31.1,22%,35 : 65,
2022,601–800,Kansai Medical University,958,1.2,2%,46 : 54,
2022,601–800,University of Kashan,"8,556",27.9,3%,53 : 47,
2022,601–800,Kashan University of Medical Sciences and Health Services,"3,148",13.3,3%,57 : 43,
2022,601–800,Universiti Kebangsaan Malaysia,"17,165",10.3,16%,57 : 43,
2022,601–800,Keio University,"34,319",10.1,9%,37 : 63,
2022,601–800,Kerman University of Medical Sciences,"5,202",3.6,2%,63 : 37,
2022,601–800,Kobe University,"15,642",10.4,7%,36 : 64,
2022,601–800,Konkuk University,"13,316",24.5,17%,49 : 51,
2022,601–800,University of Kurdistan,"11,853",33.7,4%,53 : 47,
2022,601–800,Kyungpook National University (KNU),"19,332",19.9,12%,44 : 56,
2022,601–800,University of La Laguna,"18,316",12.7,4%,58 : 42,
2022,601–800,University of Latvia,"12,054",34.2,7%,70 : 30,
2022,601–800,Lehigh University,"6,400",10.7,19%,45 : 55,
2022,601–800,University of Limerick,"14,951",24.7,16%,50 : 50,
2022,601–800,Lithuanian University of Health Sciences,"6,720",9.2,17%,76 : 24,
2022,601–800,University of Lorraine,"60,673",19.4,17%,52 : 48,
2022,601–800,Louisiana State University,"28,656",19.9,6%,53 : 47,
2022,601–800,Lviv Polytechnic National University,"21,334",10.0,1%,41 : 59,
2022,601–800,Mae Fah Luang University,"14,136",21.7,5%,73 : 27,
2022,601–800,Mahatma Gandhi University,"1,643",15.4,1%,68 : 32,
2022,601–800,Mahidol University,"29,160",9.5,5%,64 : 36,
2022,601–800,Makerere University,"32,113",22.0,3%,44 : 56,
2022,601–800,University of Malakand,"7,256",24.5,1%,24 : 76,
2022,601–800,Manchester Metropolitan University,"28,520",14.7,18%,59 : 41,
2022,601–800,Marche Polytechnic University,"10,398",19.4,5%,46 : 54,
2022,601–800,"University of Maryland, Baltimore County","11,663",17.1,9%,45 : 55,
2022,601–800,Mashhad University of Medical Sciences,"9,013",9.5,4%,58 : 42,
2022,601–800,Massey University,"18,701",16.9,32%,63 : 37,
2022,601–800,Memorial University of Newfoundland,"15,698",14.6,22%,55 : 45,
2022,601–800,Middle East Technical University,"18,346",23.9,9%,52 : 48,
2022,601–800,University of Missouri-St Louis,"6,639",15.7,5%,58 : 42,
2022,601–800,Montana State University,"14,153",17.6,3%,47 : 53,
2022,601–800,Tecnológico de Monterrey,"15,897",15.3,10%,43 : 57,
2022,601–800,Moscow State University of Civil Engineering,"9,229",8.3,10%,,
2022,601–800,Nanjing Medical University,"20,278",8.7,4%,,
2022,601–800,Nantes Université,"36,227",23.8,11%,56 : 44,
2022,601–800,National Cheng Kung University (NCKU),"19,932",15.0,13%,37 : 63,
2022,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),"6,344",20.2,28%,35 : 65,
2022,601–800,National University of Science and Technology (MISiS),"7,207",10.9,27%,40 : 60,
2022,601–800,National Taiwan Normal University,"10,455",12.0,23%,,
2022,601–800,National Taiwan University of Science and Technology (Taiwan Tech),"8,815",18.5,19%,30 : 70,
2022,601–800,University of Neuchâtel,"4,099",11.1,20%,60 : 40,
2022,601–800,University of New Brunswick UNB,"8,628",14.3,13%,50 : 50,
2022,601–800,University of Nicosia,"4,662",11.8,53%,52 : 48,
2022,601–800,Nippon Medical School,869,0.9,1%,36 : 64,
2022,601–800,Northern Illinois University,"14,266",15.5,6%,51 : 49,
2022,601–800,Norwegian University of Life Sciences,"6,185",7.0,19%,56 : 44,
2022,601–800,Ohio University (Main campus),"23,940",21.7,4%,56 : 44,
2022,601–800,Ontario Tech University,"8,924",29.0,7%,44 : 56,
2022,601–800,The Open University,"63,445",31.8,8%,64 : 36,
2022,601–800,Open University of Catalonia,"27,406",87.9,6%,56 : 44,
2022,601–800,Oran 1 University,"26,452",19.6,1%,72 : 28,
2022,601–800,Oxford Brookes University,"13,115",14.8,25%,60 : 40,
2022,601–800,University of Palermo,"31,324",21.6,1%,57 : 43,
2022,601–800,Panjab University,"16,047",15.0,1%,50 : 50,
2022,601–800,Panthéon-Sorbonne University – Paris 1,"34,721",28.0,21%,61 : 39,
2022,601–800,University of Parma,"27,015",31.1,6%,57 : 43,
2022,601–800,Parthenope University of Naples,"11,140",32.2,2%,43 : 57,
2022,601–800,Universidad Peruana Cayetano Heredia,"7,638",8.7,1%,67 : 33,
2022,601–800,University of Peshawar,"6,064",9.3,0%,35 : 65,
2022,601–800,University of the Philippines,"44,310",9.8,1%,57 : 43,
2022,601–800,Universitat Politècnica de Catalunya,"23,211",10.5,13%,26 : 74,
2022,601–800,Polytechnic University of Turin,"29,711",30.7,16%,38 : 62,
2022,601–800,University of Pretoria,"36,337",22.4,7%,58 : 42,
2022,601–800,Prince Sattam Bin Abdulaziz University,"26,682",11.9,2%,59 : 41,
2022,601–800,Universiti Putra Malaysia,"19,674",11.9,25%,64 : 36,
2022,601–800,Université du Québec,"52,387",18.9,13%,57 : 43,
2022,601–800,University of Regensburg,"21,376",9.8,8%,60 : 40,
2022,601–800,University of Regina,"13,324",23.9,24%,60 : 40,
2022,601–800,Renmin University of China,"27,810",13.7,6%,,
2022,601–800,University of Rhode Island,"16,615",15.2,3%,57 : 43,
2022,601–800,University of Rome III,"32,067",47.1,5%,60 : 40,
2022,601–800,Roskilde University,"6,409",16.9,16%,64 : 36,
2022,601–800,Rovira i Virgili University,"12,744",12.5,13%,60 : 40,
2022,601–800,RUDN University,"21,203",13.3,34%,58 : 42,
2022,601–800,Sahand University of Technology,"5,331",28.8,0%,38 : 62,
2022,601–800,Universiti Sains Malaysia,"21,550",10.6,15%,63 : 37,
2022,601–800,Saint Petersburg State University,"22,751",7.9,16%,62 : 38,
2022,601–800,San Diego State University,"31,221",28.1,8%,56 : 44,
2022,601–800,Saveetha Institute of Medical and Technical Sciences,"11,080",6.9,1%,41 : 59,
2022,601–800,Shahid Beheshti University of Medical Sciences,"12,340",8.3,3%,58 : 42,
2022,601–800,Shanghai University,"37,347",14.3,6%,50 : 50,
2022,601–800,Shiraz University of Technology,"1,561",15.5,0%,37 : 63,
2022,601–800,University of Siegen,"12,590",26.9,13%,54 : 46,
2022,601–800,University of Siena,"12,772",17.5,8%,62 : 38,
2022,601–800,"Soochow University, China","46,800",16.2,7%,56 : 44,
2022,601–800,Southern Cross University,"11,141",32.2,31%,61 : 39,
2022,601–800,Stevens Institute of Technology,"6,265",16.8,34%,29 : 71,
2022,601–800,University of the Sunshine Coast,"10,427",30.3,18%,68 : 32,
2022,601–800,SUNY Binghamton University,"18,442",22.9,12%,50 : 50,
2022,601–800,University of Tabriz,"19,598",25.4,4%,52 : 48,
2022,601–800,Tabriz University of Medical Sciences,"8,684",9.9,2%,56 : 44,
2022,601–800,Tallinn University of Technology,"9,162",13.1,16%,42 : 58,
2022,601–800,Tehran University of Medical Sciences,"11,543",6.4,8%,58 : 42,
2022,601–800,Universiti Teknologi Malaysia,"19,192",11.5,18%,46 : 54,
2022,601–800,University of Texas at Arlington,"33,391",27.6,12%,60 : 40,
2022,601–800,The University of Texas at San Antonio,"27,066",25.2,3%,51 : 49,
2022,601–800,Texas Tech University,"34,018",19.2,8%,47 : 53,
2022,601–800,Tokyo Metropolitan University,"8,911",10.6,5%,39 : 61,
2022,601–800,University of Toledo,"18,217",14.9,10%,51 : 49,
2022,601–800,Tomsk State University,"7,724",11.7,36%,,
2022,601–800,TU Braunschweig,"19,960",10.0,15%,39 : 61,
2022,601–800,University of Udine,"11,879",17.7,6%,54 : 46,
2022,601–800,University of Ulsan,"12,872",11.6,5%,47 : 53,
2022,601–800,Ulster University,"17,415",18.0,9%,57 : 43,
2022,601–800,Umm Al-Qura University,"30,043",8.3,10%,33 : 67,
2022,601–800,Universiti Utara Malaysia,"12,463",11.4,30%,71 : 29,
2022,601–800,University of Warsaw,"37,541",12.1,10%,64 : 36,
2022,601–800,Wenzhou University,"16,820",14.5,4%,58 : 42,
2022,601–800,Wenzhou Medical University,"17,300",10.9,6%,59 : 41,
2022,601–800,University of the Western Cape,"23,498",34.8,5%,62 : 38,
2022,601–800,University of Windsor,"13,853",31.1,28%,,
2022,601–800,University of Wisconsin-Milwaukee,"19,860",19.1,5%,54 : 46,
