year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2018,601–800,University of Windsor,"15,227",19.1,17%,52 : 48,
2018,601–800,Yeungnam University,"20,532",14.7,4%,49 : 51,
2018,601–800,Yokohama City University,"4,889",3.5,2%,55 : 45,
2018,601–800,University of Zaragoza,"29,924",11.2,6%,55 : 45,
2018,801–1000,University of Abou Bekr Belkaïd Tlemcen,"42,407",23.8,1%,67 : 33,
2018,801–1000,University of A Coruña,"15,735",11.9,2%,51 : 49,
2018,801–1000,"Adam Mickiewicz University, Poznań","40,412",14.9,2%,69 : 31,
2018,801–1000,"University of Agriculture, Faisalabad","19,736",32.9,0%,41 : 59,
2018,801–1000,Ain Shams University,"131,200",13.5,2%,61 : 39,
2018,801–1000,Ajou University,"11,629",10.2,4%,34 : 66,
2018,801–1000,Akdeniz University,"33,904",26.3,2%,45 : 55,
2018,801–1000,Alexandria University,"166,350",26.9,4%,53 : 47,
2018,801–1000,Alexandru Ioan Cuza University,"23,476",17.7,6%,63 : 37,
2018,801–1000,University of Alicante,"28,005",19.5,7%,57 : 43,
2018,801–1000,University of Almería,"12,315",18.4,7%,57 : 43,
2018,801–1000,Amrita Vishwa Vidyapeetham,"14,233",11.9,13%,,
2018,801–1000,Andhra University,"9,632",19.2,3%,42 : 58,
2018,801–1000,Universidad Andrés Bello (UNAB),"44,906",26.1,1%,52 : 48,
2018,801–1000,Annamalai University,"33,028",16.2,2%,35 : 65,
2018,801–1000,University of Antioquia,"39,524",23.1,0%,50 : 50,
2018,801–1000,"Asia University, Taiwan","12,514",30.7,2%,56 : 44,
2018,801–1000,Assiut University,"60,170",33.0,1%,41 : 59,
2018,801–1000,Austral University of Chile,"14,423",16.7,2%,49 : 51,
2018,801–1000,Institut Teknologi Bandung,"16,786",11.5,2%,40 : 60,
2018,801–1000,Bauman Moscow State Technical University,"19,394",4.0,7%,30 : 70,
2018,801–1000,Beijing Jiaotong University,"24,610",13.7,6%,41 : 59,
2018,801–1000,Belarusian State University,"27,384",9.1,9%,69 : 31,
2018,801–1000,"Birla Institute of Technology and Science, Pilani","12,502",17.5,0%,21 : 79,
2018,801–1000,University of Brasília,"51,179",19.3,2%,51 : 49,
2018,801–1000,Brno University of Technology,"22,278",21.4,19%,28 : 72,
2018,801–1000,University of Bucharest,"31,234",23.4,2%,69 : 31,
2018,801–1000,Budapest University of Technology and Economics,"20,258",19.6,3%,31 : 69,
2018,801–1000,Cairo University,"252,095",46.2,2%,48 : 52,
2018,801–1000,University of Calcutta,"18,922",36.0,0%,50 : 50,
2018,801–1000,"California Polytechnic State University, San Luis Obispo","18,838",20.5,2%,47 : 53,
2018,801–1000,University of Castilla-La Mancha,"24,174",14.3,5%,56 : 44,
2018,801–1000,Catholic University of the North,"11,187",20.2,1%,45 : 55,
2018,801–1000,Central University of Venezuela,"48,426",14.7,1%,57 : 43,
2018,801–1000,University of Cergy-Pontoise,"18,125",9.4,15%,64 : 36,
2018,801–1000,Chiang Mai University,"35,809",16.9,1%,62 : 38,
2018,801–1000,China University of Mining and Technology,"43,095",18.1,1%,28 : 72,
2018,801–1000,"China University of Petroleum, Beijing","15,133",18.8,5%,,
2018,801–1000,Chongqing University,"49,391",17.6,3%,,
2018,801–1000,Chungnam National University,"22,674",22.2,3%,34 : 66,
2018,801–1000,Chung Yuan Christian University,"15,769",31.7,9%,42 : 58,
2018,801–1000,Chuo University,"26,870",37.6,3%,34 : 66,
2018,801–1000,Cochin University of Science and Technology,"8,168",32.0,0%,36 : 64,
2018,801–1000,University of Colombo,"22,826",32.1,0%,59 : 41,
2018,801–1000,University of Concepción,"26,682",17.9,1%,50 : 50,
2018,801–1000,Corvinus University of Budapest,"13,724",25.0,12%,55 : 45,
2018,801–1000,University of Costa Rica,"30,436",10.3,2%,53 : 47,
2018,801–1000,Czech University of Life Sciences Prague (CZU),"17,077",20.6,18%,54 : 46,
2018,801–1000,University of Debrecen,"27,519",18.2,14%,57 : 43,
2018,801–1000,Del Rosario University,"8,458",11.3,3%,,
2018,801–1000,University of Derby,"12,215",15.0,14%,55 : 45,
2018,801–1000,Ehime University,"9,526",12.8,3%,37 : 63,
2018,801–1000,The University of Electro-Communications,"4,982",16.6,5%,10 : 90,
2018,801–1000,University of Electronic Science and Technology of China,"34,052",16.2,1%,23 : 77,
2018,801–1000,Erciyes University,"35,263",25.3,2%,47 : 53,
2018,801–1000,Universidade do Estado do Rio de Janeiro (UERJ),"25,811",9.9,0%,48 : 52,
2018,801–1000,Universidade Federal do Ceará (UFC),"34,084",16.3,0%,47 : 53,
2018,801–1000,Federal University of Pelotas,"17,882",13.7,1%,51 : 49,
2018,801–1000,Universidade Federal de Pernambuco,"32,408",12.7,1%,50 : 50,
2018,801–1000,Federal University of Rio Grande do Norte (UFRN),"42,613",19.3,0%,54 : 46,
2018,801–1000,Universidade Federal de Santa Catarina,"34,183",14.2,2%,48 : 52,
2018,801–1000,Federal University of São Carlos,"18,145",14.5,2%,49 : 51,
2018,801–1000,Feng Chia University,"21,014",24.8,12%,37 : 63,
2018,801–1000,Ferdowsi University of Mashhad,"23,211",28.4,4%,57 : 43,
2018,801–1000,University of La Frontera,"10,157",24.7,0%,44 : 56,
2018,801–1000,Fu Jen Catholic University,"23,154",19.3,7%,58 : 42,
2018,801–1000,Universitas Gadjah Mada,"42,398",12.4,1%,53 : 47,
2018,801–1000,Gdańsk University of Technology,"24,230",19.9,1%,40 : 60,
2018,801–1000,University of Ghana,"39,436",35.1,2%,43 : 57,
2018,801–1000,Gifu University,"7,320",8.0,4%,35 : 65,
2018,801–1000,Grigore T. Popa University of Medicine and Pharmacy,"9,710",11.7,29%,65 : 35,
2018,801–1000,University of Guilan,"16,946",15.1,0%,55 : 45,
2018,801–1000,Hallym University,"8,688",10.1,3%,,
2018,801–1000,Hamamatsu University School of Medicine,"1,198",3.8,2%,49 : 51,
2018,801–1000,Hosei University,"28,937",38.5,2%,35 : 65,
2018,801–1000,Huaqiao University,"23,442",14.9,15%,38 : 62,
2018,801–1000,University of Ibadan,"26,783",16.5,1%,47 : 53,
2018,801–1000,Imam Abdulrahman Bin Faisal University,"22,257",8.8,4%,81 : 19,
2018,801–1000,University of Indonesia,"42,854",13.7,5%,59 : 41,
2018,801–1000,University of Isfahan,"12,473",19.4,1%,59 : 41,
2018,801–1000,I-Shou University,"16,705",31.3,11%,46 : 54,
2018,801–1000,Istanbul University,"96,144",45.9,6%,48 : 52,
2018,801–1000,Iwate University,"5,713",14.6,2%,37 : 63,
2018,801–1000,Izmir Institute of Technology,"4,211",18.6,4%,46 : 54,
2018,801–1000,Jamia Millia Islamia,"16,710",23.3,1%,33 : 67,
2018,801–1000,Jiangsu University,"32,350",7.0,4%,47 : 53,
2018,801–1000,The Jikei University School of Medicine,"1,020",0.6,4%,45 : 55,
2018,801–1000,Jinan University (China),"34,016",14.8,25%,60 : 40,
2018,801–1000,The University of Jordan,"31,278",16.0,14%,65 : 35,
2018,801–1000,Kagoshima University,"10,577",10.2,3%,38 : 62,
2018,801–1000,Kansai Medical University,829,1.1,2%,38 : 62,
2018,801–1000,Kasetsart University,"68,505",23.1,1%,61 : 39,
2018,801–1000,University of Kerala,"9,593",31.3,1%,65 : 35,
2018,801–1000,Khon Kaen University,"34,661",18.8,2%,63 : 37,
2018,801–1000,Kindai University,"30,609",13.0,2%,29 : 71,
2018,801–1000,King Mongkut’s Institute of Technology Ladkrabang,"23,946",25.0,0%,52 : 48,
2018,801–1000,Kitasato University,"8,555",5.5,0%,52 : 48,
2018,801–1000,Kyoto Institute of Technology,"4,057",13.0,5%,26 : 74,
2018,801–1000,Kyushu Institute of Technology (Kyutech),"5,793",16.0,4%,13 : 87,
2018,801–1000,University of Latvia,"12,034",14.0,7%,66 : 34,
2018,801–1000,Lobachevsky State University of Nizhni Novgorod,"18,557",8.5,6%,53 : 47,
2018,801–1000,London South Bank University,"12,270",17.3,35%,55 : 45,
2018,801–1000,Mansoura University,"109,714",26.5,4%,54 : 46,
2018,801–1000,Marmara University,"78,666",39.5,3%,49 : 51,
2018,801–1000,University Cadi Ayyad of Marrakech,"76,560",51.7,1%,42 : 58,
2018,801–1000,Meiji University,"32,270",29.1,4%,32 : 68,
2018,801–1000,Metropolitan Autonomous University,"57,092",20.1,0%,47 : 53,
2018,801–1000,Mie University,"7,298",12.6,2%,37 : 63,
2018,801–1000,University of Miyazaki,"5,507",8.3,2%,35 : 65,
2018,801–1000,Mohammed V University of Rabat,"71,147",32.5,4%,53 : 47,
2018,801–1000,Nagaoka University of Technology,"2,341",10.0,12%,11 : 89,
2018,801–1000,Nagasaki University,"8,881",6.6,3%,37 : 63,
2018,801–1000,Nagoya Institute of Technology,"5,695",16.5,4%,13 : 87,
2018,801–1000,University of Nairobi,"84,614",47.3,0%,38 : 62,
2018,801–1000,Nara Medical University,"1,155",3.3,1%,50 : 50,
2018,801–1000,National Chung Cheng University,"10,925",16.9,4%,39 : 61,
2018,801–1000,National University of Colombia,"51,432",22.5,1%,36 : 64,
2018,801–1000,National University of Córdoba,"87,926",22.3,1%,62 : 38,
2018,801–1000,National Dong Hwa University,"10,174",17.5,7%,49 : 51,
2018,801–1000,National Research Saratov State University,"10,544",11.8,4%,60 : 40,
2018,801–1000,National University of Tainan,"5,996",25.4,3%,56 : 44,
2018,801–1000,National Taipei University,"8,563",17.1,4%,55 : 45,
2018,801–1000,National Taipei University of Technology,"10,288",16.7,5%,27 : 73,
2018,801–1000,National Taiwan Ocean University,"8,609",21.7,7%,,
2018,801–1000,Nicolaus Copernicus University in Toruń,"21,497",9.9,2%,70 : 30,
2018,801–1000,Niigata University,"12,522",8.1,4%,38 : 62,
2018,801–1000,"Northeastern University, China","33,348",15.1,4%,,
2018,801–1000,Northwest University (China),"22,167",15.0,2%,56 : 44,
2018,801–1000,NorthWest A&F University,"30,722",16.7,1%,,
2018,801–1000,Novosibirsk State Technical University,"11,126",10.7,16%,45 : 55,
2018,801–1000,Oakland University,"15,401",19.0,3%,59 : 41,
2018,801–1000,Ocean University of China,"35,410",19.4,1%,,
2018,801–1000,Osaka Prefecture University,"7,931",7.4,3%,35 : 65,
2018,801–1000,Osmania University,"12,017",15.5,3%,29 : 71,
2018,801–1000,University of Ostrava,"10,062",21.5,7%,69 : 31,
2018,801–1000,University of Pardubice,"8,487",15.7,3%,55 : 45,
2018,801–1000,Paris Nanterre University,"33,635",35.7,16%,63 : 37,
2018,801–1000,Pondicherry University,"6,278",17.3,1%,42 : 58,
2018,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"20,944",23.6,1%,51 : 49,
2018,801–1000,Pontifical Catholic University of Valparaíso,"14,953",23.1,1%,43 : 57,
2018,801–1000,Pontifícia Universidade Católica do Paraná,"26,022",23.3,1%,53 : 47,
2018,801–1000,Prince of Songkla University,"42,751",18.3,1%,70 : 30,
2018,801–1000,Riga Technical University,"11,119",27.3,9%,33 : 67,
2018,801–1000,Ritsumeikan University,"35,228",14.5,4%,35 : 65,
2018,801–1000,Robert Gordon University,"9,615",18.3,24%,60 : 40,
2018,801–1000,Saga University,"7,015",10.3,3%,38 : 62,
2018,801–1000,Saitama University,"8,808",13.9,5%,32 : 68,
2018,801–1000,Saitama Medical University,"1,874",1.5,0%,53 : 47,
2018,801–1000,"University of Santiago, Chile (USACH)","23,401",21.0,1%,40 : 60,
2018,801–1000,Seoul National University of Science and Technology (SeoulTech),"12,471",16.6,2%,33 : 67,
2018,801–1000,Shaanxi Normal University,"26,388",14.2,3%,72 : 28,
2018,801–1000,Shahid Beheshti University,"17,113",22.6,1%,52 : 48,
2018,801–1000,University of Sharjah,"13,300",23.6,61%,65 : 35,
2018,801–1000,Sheffield Hallam University,"24,625",16.4,14%,54 : 46,
2018,801–1000,Shiga University of Medical Science,"1,134",3.0,2%,51 : 49,
2018,801–1000,Shimane University,"6,122",8.0,2%,37 : 63,
2018,801–1000,Shinshu University,"10,944",10.3,2%,32 : 68,
2018,801–1000,Shiraz University,"12,879",19.3,1%,49 : 51,
2018,801–1000,Shizuoka University,"10,032",14.1,3%,29 : 71,
2018,801–1000,Showa University,"3,747",2.4,1%,58 : 42,
2018,801–1000,University of Silesia in Katowice,"26,470",14.1,2%,68 : 32,
2018,801–1000,Simón Bolívar University,"9,731",12.1,0%,44 : 56,
2018,801–1000,Slovak University of Technology in Bratislava,"15,749",14.8,2%,33 : 67,
2018,801–1000,Sophia University,"12,907",23.6,8%,54 : 46,
2018,801–1000,University of South Africa,"184,432",89.6,12%,66 : 34,
2018,801–1000,Southern Federal University,"20,148",7.4,7%,53 : 47,
2018,801–1000,University of Southern Mississippi,"13,576",18.2,3%,64 : 36,
2018,801–1000,South Valley University  (Egypt),"52,098",60.8,1%,50 : 50,
2018,801–1000,Sri Venkateswara University,"7,663",14.1,0%,33 : 67,
2018,801–1000,State University of Ponta Grossa,"8,219",8.6,1%,55 : 45,
2018,801–1000,Suez Canal University,"33,846",12.7,1%,58 : 42,
2018,801–1000,Sultan Qaboos University,"7,623",8.0,3%,50 : 50,
2018,801–1000,University of Talca,"10,532",24.6,1%,51 : 49,
2018,801–1000,Taras Shevchenko National University of Kyiv,"22,152",8.7,4%,62 : 38,
2018,801–1000,Technical University of Košice,"9,714",12.3,3%,30 : 70,
2018,801–1000,Universiti Tenaga Nasional (UNITEN),"8,231",22.1,7%,41 : 59,
2018,801–1000,Texas State University,"30,054",20.4,1%,57 : 43,
2018,801–1000,Thapar Institute of Engineering and Technology,"5,576",14.3,1%,29 : 71,
2018,801–1000,TOBB University of Economics and Technology,"5,053",16.0,1%,45 : 55,
2018,801–1000,Tokai University,"30,061",12.8,2%,27 : 73,
2018,801–1000,Tokushima University,"7,543",8.6,3%,34 : 66,
2018,801–1000,Tokyo University of Marine Science and Technology,"2,660",11.1,7%,33 : 67,
2018,801–1000,Tomas Bata University in Zlín,"9,263",21.2,9%,59 : 41,
2018,801–1000,University of Toyama,"9,326",11.4,4%,39 : 61,
2018,801–1000,Toyohashi University of Technology (TUT),"2,350",9.9,7%,9 : 91,
2018,801–1000,University of Valparaíso,"15,654",17.4,3%,57 : 43,
2018,801–1000,VIT University,"30,473",18.1,3%,25 : 75,
2018,801–1000,VSB - Technical University of Ostrava,"18,270",23.4,8%,,
2018,801–1000,University of West Bohemia,"12,991",18.7,3%,51 : 49,
2018,801–1000,West University of Timişoara,"13,524",17.0,4%,65 : 35,
2018,801–1000,University of Wrocław,"23,852",12.9,3%,,
2018,801–1000,Wuhan University of Technology,"50,876",14.6,3%,31 : 69,
2018,801–1000,Xiangtan University,"30,810",21.2,1%,53 : 47,
2018,801–1000,Xidian University,"32,722",16.6,2%,29 : 71,
2018,801–1000,Yamagata University,"8,961",8.2,1%,35 : 65,
2018,801–1000,Yamaguchi University,"10,639",11.0,4%,35 : 65,
2018,801–1000,University of Yamanashi,"4,777",6.7,4%,30 : 70,
2018,801–1000,Yıldız Technical University,"35,670",28.5,4%,38 : 62,
2018,801–1000,Yokohama National University,"9,968",12.8,7%,28 : 72,
2018,801–1000,Yuan Ze University,"8,652",20.9,6%,42 : 58,
2018,801–1000,University of Zagreb,"73,465",17.4,1%,55 : 45,
2018,1001+,Akita University,"5,127",8.8,3%,35 : 65,
2018,1001+,Alzahra University,"10,637",31.2,0%,100 : 0,
2018,1001+,"Amity University, Noida","25,607",15.0,4%,43 : 57,
2018,1001+,Anadolu University,"1,824,383",864.6,1%,41 : 59,
2018,1001+,"University of the Andes, Venezuela","52,972",21.2,0%,61 : 39,
2018,1001+,Ankara University,"65,703",17.0,4%,53 : 47,
2018,1001+,Universidad Autónoma del Estado de Hidalgo,"32,210",17.7,0%,57 : 43,
2018,1001+,Universidad Autónoma del Estado de Mexico (UAEMex),"55,667",22.2,0%,55 : 45,
2018,1001+,Universidad Autónoma de Nuevo León (UANL),"96,916",26.0,1%,,
2018,1001+,Universidad Autónoma de Yucatán,"12,208",12.4,0%,48 : 52,
2018,1001+,Autonomous University of Baja California,"59,539",20.4,2%,52 : 48,
2018,1001+,Bahauddin Zakariya University,"24,069",32.9,0%,47 : 53,
2018,1001+,Benemérita Universidad Autónoma de Puebla,"70,345",34.9,0%,53 : 47,
2018,1001+,University of Birjand,"11,284",33.5,1%,53 : 47,
2018,1001+,Chaoyang University of Technology,"17,235",43.3,7%,57 : 43,
2018,1001+,Chiba Institute of Technology,"9,668",31.0,1%,11 : 89,
2018,1001+,University of Dhaka,"63,010",6.8,5%,39 : 61,
2018,1001+,Dokuz Eylül University,"58,134",17.6,2%,55 : 45,
2018,1001+,Doshisha University,"29,220",23.8,3%,39 : 61,
2018,1001+,Universidade Estadual de Maringá,"23,341",14.1,1%,59 : 41,
2018,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),"10,791",5.0,0%,53 : 47,
2018,1001+,Far Eastern Federal University,"15,764",8.3,14%,,
2018,1001+,Federal University of Goiás,"27,514",10.2,0%,45 : 55,
2018,1001+,Federal University of Lavras,"12,168",17.6,1%,52 : 48,
2018,1001+,Universidade Federal de Ouro Preto (UFOP),"15,380",15.7,0%,52 : 48,
2018,1001+,Universidade Federal do Paraná (UFPR),"33,820",13.6,1%,47 : 53,
2018,1001+,Federal University of Santa Maria,"25,751",13.5,0%,,
2018,1001+,Federal University of Viçosa,"16,752",13.8,3%,52 : 48,
2018,1001+,Fluminense Federal University,"61,662",18.1,0%,49 : 51,
2018,1001+,University of Fukui,"4,980",9.1,4%,28 : 72,
2018,1001+,Gazi University,"78,021",28.2,3%,49 : 51,
2018,1001+,"G.B. Pant University of Agriculture & Technology, Pantnagar","4,567",8.2,0%,46 : 54,
2018,1001+,University of Gdańsk,"28,397",17.4,1%,69 : 31,
2018,1001+,GITAM University,"14,822",16.3,1%,27 : 73,
2018,1001+,Government College University Lahore,"8,526",19.3,1%,43 : 57,
2018,1001+,University of Guadalajara,"118,665",54.0,0%,51 : 49,
2018,1001+,Guangxi University,"33,970",15.8,5%,46 : 54,
2018,1001+,The Hashemite University,"24,958",25.7,4%,62 : 38,
2018,1001+,University of Hyogo,"6,682",14.1,2%,38 : 62,
2018,1001+,Ibaraki University,"8,113",14.0,3%,35 : 65,
2018,1001+,Instituto Politécnico Nacional (IPN),"173,868",10.3,0%,39 : 61,
2018,1001+,IPB University,"22,718",15.8,1%,57 : 43,
2018,1001+,Ivane Javakhishvili Tbilisi State University,"21,866",28.5,2%,62 : 38,
2018,1001+,Ivan Franko National University of Lviv,"18,632",11.3,1%,68 : 32,
2018,1001+,Jawaharlal Nehru Technological University Anantapur (JNTUA),"4,621",13.6,0%,39 : 61,
2018,1001+,Kanagawa University,"18,467",39.4,3%,28 : 72,
2018,1001+,Kansai University,"30,211",11.5,2%,39 : 61,
2018,1001+,Kaunas University of Technology,"10,439",13.8,6%,39 : 61,
2018,1001+,King Mongkut's University of Technology North Bangkok,"25,640",24.4,0%,38 : 62,
2018,1001+,Kogakuin University,"6,506",20.5,1%,13 : 87,
2018,1001+,Kwansei Gakuin University,"24,410",15.2,4%,47 : 53,
2018,1001+,University of Lahore,"27,872",16.2,2%,29 : 71,
2018,1001+,University of Lodz,"35,088",15.9,3%,66 : 34,
2018,1001+,Lodz University of Technology,"19,984",15.2,2%,,
2018,1001+,Londrina State University,"16,461",9.8,0%,57 : 43,
2018,1001+,Lviv Polytechnic National University,"28,691",12.2,1%,,
2018,1001+,Maharaja Sayajirao University of Baroda,"29,624",29.1,0%,56 : 44,
2018,1001+,Manipal Academy of Higher Education,"24,705",9.8,9%,43 : 57,
2018,1001+,Meijo University,"15,485",31.9,2%,27 : 73,
2018,1001+,Ming Chuan University,"18,843",22.2,11%,60 : 40,
2018,1001+,University of Monastir,"23,637",12.4,1%,67 : 33,
2018,1001+,University of Mysore,"8,535",20.1,9%,34 : 66,
2018,1001+,National Chiayi University,"12,750",26.6,4%,48 : 52,
2018,1001+,National University of Kaohsiung,"5,416",23.3,3%,40 : 60,
2018,1001+,National Research University of Electronic Technology (MIET),"4,318",10.8,2%,31 : 69,
2018,1001+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,"21,601",8.3,1%,32 : 68,
2018,1001+,Oita University,"5,793",7.2,2%,37 : 63,
2018,1001+,Ondokuz Mayis University,"42,911",18.8,4%,56 : 44,
2018,1001+,Perm State University,"12,371",13.1,1%,63 : 37,
2018,1001+,University of Peshawar,"7,900",14.9,1%,42 : 58,
2018,1001+,PMAS Arid Agriculture University Rawalpindi,"9,957",40.5,0%,39 : 61,
2018,1001+,PSG College of Technology,"8,490",14.7,0%,38 : 62,
2018,1001+,RUDN University,"16,215",9.4,32%,67 : 33,
2018,1001+,SASTRA University,"13,147",18.9,0%,50 : 50,
2018,1001+,Sathyabama Institute of Science and Technology,"17,861",22.1,1%,51 : 49,
2018,1001+,Sechenov University,"16,128",9.0,10%,58 : 42,
2018,1001+,Shanghai Maritime University,"23,552",18.8,3%,37 : 63,
2018,1001+,Shibaura Institute of Technology,"9,911",17.7,4%,15 : 85,
2018,1001+,Siberian Federal University,"28,008",11.3,1%,47 : 53,
2018,1001+,Sidi Mohamed Ben Abdellah University,"82,558",58.3,2%,45 : 55,
2018,1001+,Sofia University,"23,956",13.7,4%,65 : 35,
2018,1001+,Southwest Jiaotong University,"40,819",15.3,2%,26 : 74,
2018,1001+,SRM Institute of Science and Technology,"42,886",15.3,2%,23 : 77,
2018,1001+,Tamil Nadu Agricultural University,"5,780",7.1,0%,62 : 38,
2018,1001+,Tamkang University,"27,060",24.0,6%,48 : 52,
2018,1001+,Technical University of Liberec,"6,129",12.1,9%,54 : 46,
2018,1001+,Tokyo City University,"7,904",15.6,1%,22 : 78,
2018,1001+,Tokyo Denki University,"9,400",25.7,2%,10 : 90,
2018,1001+,Tottori University,"6,165",8.0,2%,36 : 64,
2018,1001+,Toyo University,"30,142",33.5,1%,41 : 59,
2018,1001+,University of Tunis El Manar,"30,301",16.7,1%,76 : 24,
2018,1001+,Unisinos University,"14,412",20.9,1%,52 : 48,
2018,1001+,Ural Federal University,"24,917",9.8,7%,46 : 54,
2018,1001+,Universiti Utara Malaysia,"14,315",13.0,18%,73 : 27,
2018,1001+,Utsunomiya University,"4,928",14.5,4%,36 : 64,
2018,1001+,"University of Veterinary and Animal Sciences, Lahore","5,003",28.6,0%,45 : 55,
2018,1001+,V.N. Karazin Kharkiv National University,"16,067",9.8,27%,53 : 47,
2018,1001+,Volgograd State Technical University,"9,254",12.0,6%,,
2018,1001+,Voronezh State University,"15,468",10.1,9%,58 : 42,
2018,1001+,Yazd University,"13,600",23.9,0%,56 : 44,
2018,1001+,Yeditepe University,"23,260",25.1,1%,52 : 48,
2018,1001+,University of Zanjan,"10,305",25.8,0%,55 : 45,
